2.919345397949218750e+02,4.793323516845703125e+01
2.076130676269531250e+02,4.900804901123046875e+01
2.207762298583984375e+02,4.952918243408203125e+01
2.603946228027343750e+02,5.134485244750976562e+01
3.081665039062500000e+02,5.506700897216796875e+01
3.097414855957031250e+02,7.942900848388671875e+01
3.097414855957031250e+02,7.942900848388671875e+01
3.097414855957031250e+02,7.942900848388671875e+01
1.694020080566406250e+02,8.194940185546875000e+01
1.692863311767578125e+02,8.466771697998046875e+01
3.174479370117187500e+02,1.154395370483398438e+02
2.694751281738281250e+02,1.218310546875000000e+02
3.059588928222656250e+02,1.282907409667968750e+02
3.084068298339843750e+02,1.299278717041015625e+02
2.209782867431640625e+02,1.336209411621093750e+02
2.275680541992187500e+02,1.342287139892578125e+02
2.062670440673828125e+02,1.391823272705078125e+02
2.091895294189453125e+02,1.500788269042968750e+02
1.475100555419921875e+02,1.623097839355468750e+02
2.093519744873046875e+02,1.669242706298828125e+02
2.998277893066406250e+02,1.675763244628906250e+02
2.415376586914062500e+02,1.684711303710937500e+02
2.402997894287109375e+02,1.710191192626953125e+02
2.568717651367187500e+02,1.749552612304687500e+02
3.394224853515625000e+02,1.748293762207031250e+02
2.174802398681640625e+02,1.754082489013671875e+02
2.174802398681640625e+02,1.754082489013671875e+02
2.174802398681640625e+02,1.754082489013671875e+02
3.197641906738281250e+02,1.762180786132812500e+02
2.652068786621093750e+02,1.786368408203125000e+02
1.732327117919921875e+02,1.787805786132812500e+02
2.042938995361328125e+02,1.796188659667968750e+02
1.545796508789062500e+02,1.798266906738281250e+02
2.705294189453125000e+02,1.803271026611328125e+02
2.071432952880859375e+02,2.138666687011718750e+02
2.170412445068359375e+02,2.143594665527343750e+02
2.012796173095703125e+02,2.147613983154296875e+02
2.135845947265625000e+02,2.153476715087890625e+02
2.135845947265625000e+02,2.153476715087890625e+02
2.843637390136718750e+02,2.154467468261718750e+02
2.484770965576171875e+02,2.161708526611328125e+02
2.484770965576171875e+02,2.161708526611328125e+02
2.982595825195312500e+02,2.168997650146484375e+02
2.903143005371093750e+02,2.201202392578125000e+02
2.590254821777343750e+02,2.274114837646484375e+02
2.411439514160156250e+02,2.292885742187500000e+02
2.268145141601562500e+02,2.329567718505859375e+02
2.542646026611328125e+02,2.373980560302734375e+02
2.542646026611328125e+02,2.373980560302734375e+02
2.725417480468750000e+02,2.376143493652343750e+02
2.725417480468750000e+02,2.376143493652343750e+02
1.736495361328125000e+02,2.447995147705078125e+02
1.736495361328125000e+02,2.447995147705078125e+02
1.787835845947265625e+02,2.457263488769531250e+02
1.837726898193359375e+02,2.461061096191406250e+02
1.837726898193359375e+02,2.461061096191406250e+02
1.932635345458984375e+02,2.473097076416015625e+02
1.932635345458984375e+02,2.473097076416015625e+02
1.709768676757812500e+02,2.473347167968750000e+02
1.709768676757812500e+02,2.473347167968750000e+02
1.813514709472656250e+02,2.472913055419921875e+02
1.813514709472656250e+02,2.472913055419921875e+02
1.863284149169921875e+02,2.484979858398437500e+02
1.863284149169921875e+02,2.484979858398437500e+02
1.958207855224609375e+02,2.489920959472656250e+02
1.887175903320312500e+02,2.496154785156250000e+02
2.054120788574218750e+02,2.504168395996093750e+02
2.054120788574218750e+02,2.504168395996093750e+02
1.761443786621093750e+02,2.513795318603515625e+02
1.761443786621093750e+02,2.513795318603515625e+02
1.813194885253906250e+02,2.522959747314453125e+02
1.864682464599609375e+02,2.529327239990234375e+02
1.959781646728515625e+02,2.543841552734375000e+02
2.025567779541015625e+02,2.565825195312500000e+02
2.025567779541015625e+02,2.565825195312500000e+02
2.025567779541015625e+02,2.565825195312500000e+02
2.083917694091796875e+02,2.568716735839843750e+02
1.675598144531250000e+02,2.728499145507812500e+02
3.011646423339843750e+02,2.730187988281250000e+02
2.718852233886718750e+02,2.750610961914062500e+02
2.718852233886718750e+02,2.750610961914062500e+02
2.264317169189453125e+02,2.825993652343750000e+02
3.260915527343750000e+02,2.834219665527343750e+02
3.260915527343750000e+02,2.834219665527343750e+02
3.024303588867187500e+02,2.867840881347656250e+02
3.024303588867187500e+02,2.867840881347656250e+02
2.761076354980468750e+02,2.976537780761718750e+02
2.761076354980468750e+02,2.976537780761718750e+02
